username,removal
PirateSKB,karma
Security_Raven,karma
algebruvlar,age
Disastrous_Cobbler13,karma
NoPressureFlips,suspended
DCABtcEth,suspended
Cashmoneyboy98,karma
002_timmy,age
ThrillingTurtle,karma
novsush,karma
Potential_Reach,karma
rqnyc,karma
triplet4,karma
maxdalm,karma
GoldenMastodon,karma
Donut_liking_person,karma
soldier9945,karma
royalewcheeze,karma
FXStreetTeam,karma
doublol91,karma
