username,blockchain_address,contributor_type,points
u/salil19,0x59e9d2Aa9bE64Ea7C1E22a86e166BE6382B1ae91,contributor,236575
u/Basoosh,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE,contributor,206472
u/da_dreamerr,0xEe05858e4D9F363E3f3B5952c33D9dbB668c953c,contributor,174318
u/Tricky_Troll,0x368A2C0060f76B965F184A6d280A82a53B6434f8,contributor,167580
u/devboricha,0x1D63d569c1E02a9EA187905F95d47B7701AaE3A3,contributor,152711
u/Scouser360,0x0920c2B8bCBaF83C9d757fbE022b2d9f38E67829,contributor,140260
u/adamix244,0xa917f72B30A7D49fcadFeEBFAAaFC3CacC1c2105,contributor,125758
u/EthTraderCommunity,0xf7927bf0230c7b0E82376ac944AeedC3EA8dFa25,contributor,93384
u/Pandora_Key,0xB5e3F5A03308Cac8D0b47E42356C235934Ff9021,contributor,81080
u/Gh0sta,0xfd1e50BcDA3A1f9eBe6E50Bdf80cbd2c3D6a1fB0,contributor,68775
u/k3surfacer,0xC68E90bB41dCC4b27325427B1ed3ca4fC3Edb4f1,contributor,67749
u/Roy1984,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546,contributor,66578
u/Fritz1818,0x713376C3BB65E786d8aA0FcFfFfB39472F23e6A6,contributor,54639
u/Mean_Cauliflower_261,0x434CAf6838237DFD863e854477F5a3c16b7EfDFb,contributor,48193
u/sam_kaushik,0x2c755388fB0e4ad36b1FbAc4911BEfc09A419608,contributor,46875
u/SerialMasticator,0x3d1Bff6CdC85605e3b9bBAb17a707de65599eC99,contributor,45703
u/Norisz666,0x5C31A6bAa7CE0A2f7b9388A9b89283C8bC12D0eB,contributor,41748
u/acenksz,0x13d75d9435C8A995AB869A64c6D1dDdaa57ACf88,contributor,40430
u/Ropex007,0x9ae5BD9e66a71635E8a1a9feb210AE2851d2A0ae,contributor,38086
u/Jake123194,0x48AFb64D55c79A2E711c14a2Bf903A7C3842baCC,contributor,35229
u/ethereum88,0x191692F362fC815F39ED894926cFd5E672e35B3E,contributor,34497
u/cryptoknowledgee,0xF9A3D66e8ef9B6b20F5e676da6f73E4c4d8a3B2f,contributor,34131
u/carlslarson,0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,moderator,33333
u/dont_forget_canada,0x009af493e9A3a3Ba3DFfBF734E1B2a5B0352dF46,moderator,33333
u/rustedpopcorn,0xd2D117e6dbbfdD74D6b865ff859a4611bD29F3Ed,moderator,33333
u/Basoosh,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE,moderator,33333
u/nootropicat,0x52727E01d666BeF35cEF630E14E096CA873d2783,moderator,33333
u/aminok,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,moderator,33333
u/MostPopularDude,0x93a4d87B6008b53927269F77b05Fa1eE33Ad7A2d,contributor,31348
u/whoyoufoo101,0x6E6641923Fe552933Da54AF7B03A02EbBdCC36d1,contributor,30395
u/cometothecaml,0x322F507835900A719a7760f8995973f5CC677965,contributor,30322
u/yieldoraffo,0x47878eC5783BD8c5360a05c2d5e322BEa8D74613,contributor,28857
u/thepaypay,0x83f6fe95067E24AF601b1B822430c72C0098d208,contributor,27539
u/Oxygenjacket,0x577989d4B0E3313EfCDd4c7413475458F0442F26,contributor,27099
u/TryBobby,0xF8ef9409e2a9aD8fAB79c63A31E8E696Bb0Ab63A,contributor,27099
u/dont_forget_canada,0x009af493e9A3a3Ba3DFfBF734E1B2a5B0352dF46,contributor,26514
u/Enschede2,0x08598F4E7Db2F310C8Ef1e5E31F7f1bB2830Fa82,contributor,25708
u/coinfeeds-bot,0xd056666321700092B032b2571431B2478cD6512E,contributor,25195
u/nbr1bonehead,0x8Cbe06fAD615aC28659aa282Fe73Bed9f45b0cC3,contributor,25122
u/UranusisGolden,0x7dc183550c4Ecae96B993891e9e77B5eB488363C,contributor,23877
u/rustedpopcorn,0xd2D117e6dbbfdD74D6b865ff859a4611bD29F3Ed,contributor,23877
u/aminok,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,contributor,22925
u/dont_hate_scienceguy,0x453646b0AD86697F3bfbE61F086F10FBf9954c72,contributor,21972
u/MadLADriver,0x67f8f18b6e529997B5372E1f71b8Cb06e822E905,contributor,21240
u/doge102,0x838f546e7BB26Ab2A87000BF231c7a033605eAf0,contributor,20947
u/carlslarson,0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,contributor,20288
u/Rxpert83,0xaE2Cf55823Ba4fC1Ce82A412B3f06ef3FA64CeD4,contributor,19922
u/FuckFaceGG,0x1Aa7ea3d40e11127fa2CdaF19C1f89c82F2481aD,contributor,19775
u/NoDesinformatziya,0xc4C87313e79d7d7f91Ae75692b5D1aeD253B118a,contributor,19409
u/ramonvls926,0xC49941131C9e035EbaE688c5EFC73a03032f309E,contributor,18896
u/LactatingJello,0x08144F5357ad4cDe70C6C80EeC49e65F8CcE2F90,contributor,18603
u/s8ean,0xd18e8a97d9Cd76c6eEC603C625fc4DB947c858D4,contributor,18530
u/CowboyNuggets,0x260534ac7D99C0C7d75dbAfE8397E76D05F92bcc,contributor,17871
u/Solstice_Projekt,0x38600AD0e62F7Cc75ff3115d5377DE0DD0F300E1,contributor,17578
u/urgirlsmomsdaddy,0x4084C3866b5047E9297388e07626F468CC681DCb,contributor,17212
u/BlazedAndConfused,0x6CfB6f1c8E4285808a25FCCf3ecD8cb95c38bb72,contributor,16845
u/ETHWarrior0,0xf2B70c5D0AD665aE4038c02F142a0bE4D3143A5A,contributor,16552
u/KingNanoBunny,0xc5FEbf6ba108a277a7d8c1a58A618B0eB6c54537,contributor,15161
u/itsckomi,0xa9504f63F29F60cAB6F55816325e017e1A9466B0,contributor,14209
u/LE_POOR_MERIT,0xD21256eA1B1e31AE22A9C66d18C8095613b9f6cc,contributor,13989
u/DriveLamboToTheMoon,0x36638B58b62ea30e0050D3dE2f0B79873ae625ad,contributor,13549
u/OatyGoat,0xaDA586EC28DEfe73DF6681AC2169a804901aDe6B,contributor,13403
u/kohrts,0x4EF0eae978Cc851aD05f90D34cE58D51D27EB096,contributor,13257
u/Aldennnnnnnn,0xED1015359cfE966871eEADE7619B72daBa46c436,contributor,13183
u/ec265,0x599D2C30fB3e070B8d16248541d46906ae48C86d,contributor,13037
u/deluded_soul,0xB04d7EFfdEDCcFAa405BC68C5bF73153F31e0b1b,contributor,12817
u/streeteth,0x0c626a1217adABE1BF3bCad2d9029993F4Cf5Ace,contributor,12378
u/alicenekocat,0x5f3CF2Be0c4df420d2f9aa1a7DB1b27a74f5e5Cf,contributor,12231
u/Weaver96,0x01De86465A780De0B3c6d46Baa6524f89C8cBa6a,contributor,12085
u/wallstreetbetsmusk,0xF8be68B3DE9f24654fe19D1E5d77542E268aeb89,contributor,12085
u/BangAball23,0x488D6C8f17254108bC3968CfC55dfaC8fed57a38,contributor,12011
u/Gringo4,0xfBF4dc6044f1823A054aFd8d5d9a0397B6F0063D,contributor,11645
u/DappRadar,0x7A2842cD3117637a9eFc05f71dEA7Bc3B79d36D3,contributor,11645
u/Angga456,0x1fcdFE384eBa31DB76440368AA3405e43598611f,contributor,11572
u/Yoldark,0x1542cBd59A301e8b8bceD150c752e5a49D196F04,contributor,11059
u/xothermic,0x89Fe4831aAA67aF5EAad905d7e9329eC94e33Eb6,contributor,10839
u/ilaunchpad,0x68A2F0986607D655bD722cd60b9932B5C8ac6260,contributor,10766
u/bro_can_u_even_carve,0x4aAF915967B41A77D11adca432a1a2779937e71C,contributor,10327
u/Buzz_Sensei,0x2b8Fcb480f1c426C276328Dc36C3543e73FC1EfD,contributor,10254
u/S1zo4,0xE0fD4436F95ff6c066c14F5Aa074a1d2D71C3246,contributor,9814
u/pegcity,0xB2FF35A8457B74bbBE8BBB703c9d10f5E554506B,contributor,9814
u/SusanForeman,0xd1297Fbc37295462322f28881DBD9a557d4317e0,contributor,9741
u/conscious4400,0xaCc1B70129de4157026E99B70B77B0d59F7CFEf5,contributor,9521
u/M_arkLoL,0x0E66c6113e00e3B00C43754d1C226BCE99819423,contributor,9008
u/FuzzyOneAdmin,0x14387E6A7E79d28340fd78Ea3ac2243F4f511CAD,contributor,8862
u/fodes96,0x0e0acFa268E2aaD5E222511BE97679fc83E6CCb4,contributor,8789
u/cryptoislife_k,0x30cB261c804bA4DF98B764d36097b5D31AD5c1C0,contributor,8715
u/AnderBRO2,0x82485d20f27C7A41eC430F6344B53D3E4089F15b,contributor,8569
u/Truffle_Shuffle_85,0x8e7a423C605dCff1FE5d1388Ee5e310cC8321631,contributor,8496
u/rossakp13,0x681384C7c8222bF43Dc74741AF9279E0dAEaf39e,contributor,8496
u/tchildthemajestic,0xc9A146786F18e8323b1dea6002e32413053eA2F2,contributor,8496
u/ethbullrun,0x9F822B3109BF243565C5123d8A614838668F06f1,contributor,8496
u/oneawesomewave,0x1Ae5B9D3DD5a7a3cDBc6bEc6B26cf7A73a3f3f58,contributor,8422
u/na3than,0x88c9Af16a88487e43F3A8fDbf1580Ab6399FcDFF,contributor,8422
u/Cryptonault,0x226E9dA4B9C4DCbda571B5a01646C55AE0b5a52a,contributor,8349
u/Tmfallon,0x003F50212F77Bf7C64cfF84d02bADb285EEcCE08,contributor,8056
u/jdero,0x16D1AC6Cee17477920a5A50283F83f73030034dD,contributor,7910
u/Freimusic,0x828f2fceF4674Fa29a4611316760E503465F59e1,contributor,7837
u/newtosh,0xFE1C4590d456C584d8a985CF77fa36035d0C6C62,contributor,7617
u/AntiTeammate,0x29818624564A9f745390209820d69464b84c5B42,contributor,7470
u/bdub85,0xCD33e30C0238D9c294531828beDb1d1eBC8e1333,contributor,7397
u/Crypto_is_neat,0x074852401918631377CF2FF57cbECEbC2a0084bE,contributor,7324
u/TenCoinsShort,0xa4a9D3d2aE203c29a003176E02E863F0b888485E,contributor,7324
u/Airdrop_finder,0xC474242eD21cE34FF26077335F573A75e9f24806,contributor,7324
u/blackout24,0x2D3fac643f3d8779cfab5A17153e3cDb096c76F2,contributor,7251
u/Key-Cucumber-1919,0xb260537cAdD802B71B9FEC7D48D3545fC61C9971,contributor,7251
u/tipsyonthemic,0x7b090999Fdc470A8d469A2644D281Cc3262f7211,contributor,7251
u/reketrob,0x20906E49390851579b54c5a458948A1b08787464,contributor,6958
