username,blockchain_address,contributor_type,points
u/lookwhatumademedoo,0xD43F129bbcDa9856389d1e8cB80873ae4b03B307,contributor,16390
u/cryptbunks,0x8939F06ef2b75B5082767Ca6b0dAa2C0Fc1A82eE,contributor,14927
u/raymv1987,0x2A043F315F24762937CBCf0EB6CB313a43bDE534,contributor,14780
u/Malixshak,0xb10135E33D94f8364E9dA4148f908EdF92b1bD2f,contributor,14049
u/EthTraderCommunity,0xf7927bf0230c7b0E82376ac944AeedC3EA8dFa25,moderator,14025
u/kohrts,0x4EF0eae978Cc851aD05f90D34cE58D51D27EB096,moderator,14025
u/dont_forget_canada,0x009af493e9A3a3Ba3DFfBF734E1B2a5B0352dF46,moderator,14025
u/nootropicat,0x52727E01d666BeF35cEF630E14E096CA873d2783,moderator,14025
u/Basoosh,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE,moderator,14025
u/rustedpopcorn,0xd2D117e6dbbfdD74D6b865ff859a4611bD29F3Ed,moderator,14025
u/aminok,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,moderator,14025
u/carlslarson,0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,moderator,14025
u/Jake123194,0x48AFb64D55c79A2E711c14a2Bf903A7C3842baCC,moderator,14025
u/whodontloveboobs,0x133299c1c5bc0C64eb1365444031fDa1161E0F58,contributor,13610
u/Vivarevo,0x8a945Ff7dBC68D7DEFeA264c9B838F6824671c01,contributor,13024
u/tahiraslam8k,0x52C83fbEc050509468Dc7CEF0a2fFd81e95c9F1B,contributor,12878
u/aminok,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,contributor,11122
u/Roy1984,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546,contributor,10683
u/Icy-Profile-1655,0xc06479D09b3DE98Df54c77150075c5df38996138,contributor,10244
u/Dr_Tacopus,0xCb064B4Db662344101CBE52ef756998336bAfd88,contributor,9219
u/PirateSKB,0xd5aD34CeE33bEF42e47B3eE90417aC1C6779477d,contributor,8488
u/clean_cut89,0xA7849028c7f37B092BA2CC13365F72A2AF9f0880,contributor,7463
u/RickyRichard26,0x24881e056A896311Fd8a7A03ce197e61a6334918,contributor,6731
u/NSFWCryptoPosting,0xC0ab867a4750bf24141c59e5fa50967757cEfe51,contributor,6000
u/Zues6921,0xe4dE4cEe63470FAe11dd90280ee427a89be62Ee2,contributor,5853
u/Fritz1818,0x713376C3BB65E786d8aA0FcFfFfB39472F23e6A6,contributor,5707
u/ALiteralHamSandwich,0x5f9D94CC0071aCaF471Ec711143085E0DCdf453a,contributor,4683
u/ethereum88,0x191692F362fC815F39ED894926cFd5E672e35B3E,contributor,4536
u/spacsandspacs,0xE0ae9458499f5F44F561b5DA6D0cd3355F9CE2Bf,contributor,4390
u/Sunryzen,0x8424782665f9D16FbD8A30F0cDE6109bdAB496c1,contributor,4244
u/stedgyson,0xe2dAf0e33492720d5Fc29749CDfbEe46b46B27cc,contributor,4097
u/ineedmoney2023,0x9A49439f6677d8F7CF26E7D2d353989B506ffC7E,contributor,3658
u/ethereumshield,0x168a0997dbD0c93627edf7E3Ce0e0d4b31fBB1C1,contributor,3365
u/ThisIsCovidThrowway8,0xFe00eCdd7cCA2Ae08bC8EEA739dF0728e2303731,contributor,3219
u/This_Red_Apple,0x0A2C343fc58354848508AB4A4c3AB41dFd39a793,contributor,2780
u/RealLeoPat,0x613fF14bF204127bc672Ddc8A4480FCf5c6D9F99,contributor,2780
u/Visible-Ad743,0xAacc079965F0F9473BF4299d930eF639690a9792,contributor,2634
u/Obvious-Ask-5747,0xFa704c66e2515ca0f6a5d26415eB1E610905dbd7,contributor,2487
u/MimirHinnVitru,0xbc8428A39Df8b126cB2dF4cD1DfDd74Dce8ca090,contributor,2487
u/beingsubmitted,0xE5a91DC29A06EbB52f8e95302b31F56fB7B66B0c,contributor,2487
u/inevitable_username,0x53b74c10cC9a5a4fE8EF0fda64B16F3d7c970B5B,contributor,2487
u/Mtballer09,0x7d42f7CeB9D64B753D08b61fAc8478F53b16ee82,contributor,2341
u/ghochumal,0xaFd2141A0DE3CE28d4E47ba0E7E94b1f8df02e52,contributor,2341
u/Acidhoe,0x3048181b1ed56CE97ea4cFe2993c06b488D11fa6,contributor,2341
u/deluded_soul,0xB04d7EFfdEDCcFAa405BC68C5bF73153F31e0b1b,contributor,2195
u/altrullion98,0x464D1C4Fe5Ae7D9C3C48354B857621b17bcCae5C,contributor,2048
u/Aguaskeepartdeux,0x8F8E6bb6D20fB56a6988F91E60cf8b5437CC052f,contributor,1902
u/rootpl,0xEdc0321b407b165CF926BE3E77ecB6C791f731bA,contributor,1902
u/Mrramirez44,0x803Fa6b110d013ff4D9b2d7A081Edd8e4F10C3bd,contributor,1902
u/root88,0xd12337B22b6C393edcCF8Db2bdcAA7B9839a257e,contributor,1902
u/Jake123194,0x48AFb64D55c79A2E711c14a2Bf903A7C3842baCC,contributor,1902
u/chucchinchilla,0x8D6eC6aBAfd2e5578d6F00584bB1F0492e702105,contributor,1902
u/SusanForeman,0xd1297Fbc37295462322f28881DBD9a557d4317e0,contributor,1756
u/thecryptopile,0xFe980b1063c13d146E7BEA41Ab2fA9B98aeA3594,contributor,1609
u/WeaselJCD,0x0b588BE805039Fa28CF4625281B6cE14635a5F9c,contributor,1609
u/jzolg,0x3aCf11484CE8e37222908b1B64530F6f61313538,contributor,1609
u/bears_or_bulls,0x1f3B92C099331BeE740E5E4E6c0820666Cc8De3f,contributor,1609
u/TheNano100,0x3A11c76440655D4DdFF16a4aDAbBa15E98E89786,contributor,1463
u/majorpickle01,0xe8BE5A3B1108AF490745AA88A4Db4b9015030Ece,contributor,1463
u/j1mmie,0xBAe995278B1102CEb8E86d6eB87d5f0C1caa3986,contributor,1463
u/JVHooligan,0x7B42384a6faE59cc0262CC70fCB85E8e4bd88eDD,contributor,1463
u/Ok_Election7896,0x8DfdD8E1f2EA3f70C7a5f0a42903A8239a83d313,contributor,1317
u/phrodreky,0x4e1d70Cb24a8388992868f0CDaF08B532090Cd97,contributor,1317
u/Sceptz,0x40b28785f8a0CF3BD1918cFe81B1C4373c18c246,contributor,1170
u/Arafel_Electronics,0xd87c138715649Aab580069F24e3716CC56A51C43,contributor,1170
u/abcoathup,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1,contributor,1170
u/GulibleFox,0x03be8f49c773c37a214eC4Bb5C5B4b1701D2907b,contributor,1024
u/Ch40440,0x8410926B0f5Ad6223343cD6C53C7cB33c3008A30,contributor,1024
u/rezzy333,0xA71261e3dcf44b01ee3FAF7a0C8f857971E2477e,contributor,1024
u/pythonskynet,0xe7F3c9746282d534f8C90fD410624333e23AC565,contributor,1024
u/rustedpopcorn,0xd2D117e6dbbfdD74D6b865ff859a4611bD29F3Ed,contributor,1024
u/sidmehra1992,0x8b8b367466CAD36cbbD3dde46682927371dFF630,contributor,878
u/Zonekidd402,0x53087eef3DA06aBDD2484BbF4519915CA1dC63B5,contributor,878
u/raar__,0xFB171d27DE921b8Fd935182b40C6a82c6c917c6f,contributor,878
u/nobelcause,0x57855ca297ECB91EF1BE3CE1e74B9492CF50C69C,contributor,878
u/Disastrous_Cobbler13,0x1542c2006154387b7C62Abe190a880ACB3CA0eC3,contributor,878
u/towjamb,0x6AA08E1E39958055836F31906C6ff8c072e8C0F3,contributor,878
u/Gubbie99,0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff,contributor,878
u/Massive-Tension-1055,0xae3e0e714362Fe0012776312Eba649691561F413,contributor,878
u/Canwerevolt,0xe9D51f1E615e32CB8d5527fA8EC630A85D78e0B0,contributor,878
u/qsandc,0x2b49203cE94Ac5abD2Fa29a40e6166e519f2c46F,contributor,878
u/Acidyo,0x826F51B323e83F2e2799055b7E39b1661a056059,contributor,731
u/investigator100,0x475aDabfb3BCBC936adfc4FdDB32583EE2b915E3,contributor,731
u/Most_Being_4002,0x687B1FB763b9956500F18c5611D29eFC7B9c163A,contributor,731
u/ETHBTCVET,0x8342D70dc085fa5D8E759F2bf4dE114fF46f81E9,contributor,731
u/Fantastic-Offer-9129,0x76cA18FB5A1c48BF38e47F2D8239f038bD884813,contributor,731
u/shostakofiev,0x143884B56a50c2cE9a90c4029F339672a8dFc1AE,contributor,585
u/Affectionate_Cow3076,0x2BF34acf1B3319F9985E315598ff4C21aD24dF18,contributor,585
u/deckartcain,0xA4d537811A3DB27d92502E8FC62CbeB2DF7D9BAF,contributor,585
u/rundown03,0x430006f4127ee2f4edb269D6a01BA1eDBdF237C3,contributor,585
u/enpe,0xfdAE1d3A875CBF0fBec4714AfA30D2EEe3B47a37,contributor,585
u/bzzking,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb,contributor,585
u/soldier9945,0x359bF450e7D6bBC64319792f61ff299ffc3366Db,contributor,585
u/rekkktttt,0x81Ab9783a5D15992E156bF7b83d25aC2fb2b04A4,contributor,585
u/SwingContent6806,0x58F1788eE66AcD09A00D039229bf25678ba04c84,contributor,585
u/Monster_Chief17,0xbCB5F95758Fee1A28C24a4C4F8473896F57f6a56,contributor,585
u/ECore,0x0748e47BF9f34893B6963a1E333E64b0e7Ddc38F,contributor,439
u/arc4angel100,0xb3B6C7969861da0A1042e7F390F9535Da7670774,contributor,439
u/scuczu,0xfb11Bb4cE13dDA7e23E1D2720D83e1c549089CE2,contributor,439
u/Asleep_Ambassador_66,0xBFAeB55Ff4004477c2F4586270878a4DBfB5eE59,contributor,439
u/wellthatsfantastic,0xc8E7bf03badE63eC047851e8e48a5d5B303dD093,contributor,439
u/George-___-,0xd69937fDB9E8F9bB7A271ADF723E084b96eD37Ea,contributor,439
u/icofreak,0xD01c67f633Acd89538c3035c85C240E62FAc0547,contributor,439
u/Zeranor,0x9526818A8F5d997652c213A28CC532Cf6B709aa4,contributor,439
u/RazPie,0x83e302b730023fE3456cB2dA098CB7E4Aa68FEbC,contributor,439
u/angyts,0x27B04C7bB686d36f69D9A0bc83F50db316337748,contributor,439
u/IamAFlaw,0x92101D5131D2b8453E3F71077b78331907a52BDC,contributor,439
u/roejola,0x6098734a6206d3d4AAb2f01973d842A8828CFFCA,contributor,439
u/Film54,0xFB4398669b66AEA13DF763F765A412611b73e933,contributor,292
u/IHaventEvenGotADog,0xf404C300d704C358ab2933D3203c238C337CB1b7,contributor,292
u/chipxsimon,0xF267f0A506bc539990947352C950fC8b12F245e3,contributor,292
u/MrBrew,0x23129A7F5DC33459697c1680DF6e0a51D149B715,contributor,292
u/ACE415_,0x1Ef3480b426dE435e4928922C2Ee57359E864F47,contributor,292
u/peppers_,0x32498e61176646Dee8DbC56f642bDa4cAc31AC6a,contributor,292
u/Giga79,0xA50d3EE17c994864F88a2acc24303860Ebc81F50,contributor,292
u/iMHackeRPiratE,0x7Ff54A8CC461Fd252b12615b029b05170f8086aE,contributor,292
u/jersey-city-park,0xdcF7d587E6E96Fb58ed9Ff46bb040f73040Cbc6A,contributor,292
u/Independent_Heart_15,0x5E553c96B1f78a3Cd19bF645639C78a71564517a,contributor,292
u/vegasluna,0x19b9289b3429e2155D833E2EDBf0Df6CB3fA2fa6,contributor,292
u/Sharkytrs,0xE120ffC02ff9E6685aD3D65f998D8e40b4578A17,contributor,292
u/Snoo_92843,0x65Fbaa1F5c7Cc72d3166843465109Bc7df7a2597,contributor,292
u/Robdeprop,0x7971Aa75bDF95C36A5106f5a292A74d4a38b278F,contributor,292
u/420weedscopes,0x4d22f2d09f9E49B014E3a1AFC4f903a25a8c17FD,contributor,292
u/RayG1991,0x796F60CC634E9072FE0D702b05402Da5419Aaa0E,contributor,292
u/mintycrypto,0x95bd67128bF0799f5CC6db5eDC0378033B5a7300,contributor,292
u/sdmikecfc,0x45f3d2BB22d9FEFbd2aF292833dAcf727Ab19dd7,contributor,146
u/flak0u,0x2236e0C655138Ab9156061cBf67A1c0e88aa28f7,contributor,146
u/chuloreddit,0xa252bac173C53c0eDcdD2b589d1E3F2f1e972244,contributor,146
u/river_tree_nut,0xed69465F40615f60AF876848Ca4Ee5D00E467ed3,contributor,146
u/Cashmoneyboy98,0x3940E2AC0556C1A602639C67877897f7B777a908,contributor,146
u/Basoosh,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE,contributor,146
u/kshucker,0xC2165545Ea4194F71FDBB141cFcC2098645b9fBe,contributor,146
u/Americanstandard,0x5a3572651Fad2c3f24A9b06516E6E41AB8C2577B,contributor,146
u/DarkestTimelineJeff,0xa15499E085B440b04d790cbE24e03597E3717F3A,contributor,146
u/Stobie,0xC3a20A2fB5A02A588f09aD94f55e395040F667C0,contributor,146
u/px403,0x7ab874Eeef0169ADA0d225E9801A3FfFfa26aAC3,contributor,146
u/RandomTask100,0x344d3FfCDD2490EB1DD99eae8e0B048E314210f7,contributor,146
u/TripleReward,0x9E7105436F494938814E5a0bd9284C82c52f9766,contributor,146
u/rayQuGR,0x2CF036f1Fe2833a344E43d9Da9372667F084d5A5,contributor,146
u/NefariousNaz,0xAA39937AD52e1925c02D4D13EfD0A04AD260b0f5,contributor,146
u/pc1e0,0x3741703f6DB21aC013D009fafE64c85b717b1b37,contributor,146
u/Haruhi4,0x12985951Fa7051f0b1AE2C0749C8285bD742A82b,contributor,146
u/FineTourist4,0x61EaDAB7C467a828933B99df3917129E26777A5a,contributor,146
u/Icy-Order-3200,0xdbc54173874eBc2D30a6ba3DAF971Cb3A0B0C3ac,contributor,146
u/Jackieknows,0xE56D7117eeE8d87F68FFc23bCBF7BcB600718b1B,contributor,146
u/noob_zarathustra,0x135E704E67D6B6C9Fe69C3a1e2aB1047bF07b700,contributor,146
u/rare1994,0xd1d0c56075B61cd28f62c3bd2b37647703319d6C,contributor,146
u/DaBTCStd10yrs,0x17a6C57893652b605F57bB45b34C931B9381c72B,contributor,146
